,Unnamed: 0,APOGEE_ID,source_id,LOGG,TEFF,MG_FE,FE_H_1,C_FE,N_FE,G,BP,RP,J,H,K,LOGG_ERR,TEFF_ERR,MG_FE_ERR,FE_H_ERR,C_FE_ERR,N_FE_ERR,G_ERR,BP_ERR,RP_ERR,J_ERR,H_ERR,K_ERR,age,age_68U,age_68L,ageErr,logAge,logAgeErr,distKpc,distKpc_68U,distKpc_68L,distErrKpc,logDistKpc,logDistKpcErr,LOGG_NORM,LOGG_ERR_NORM,TEFF_NORM,TEFF_ERR_NORM,MG_FE_NORM,MG_FE_ERR_NORM,FE_H_1_NORM,FE_H_ERR_NORM,C_FE_NORM,C_FE_ERR_NORM,N_FE_NORM,N_FE_ERR_NORM,G_NORM,G_ERR_NORM,BP_NORM,BP_ERR_NORM,RP_NORM,RP_ERR_NORM,J_NORM,J_ERR_NORM,H_NORM,H_ERR_NORM,K_NORM,K_ERR_NORM
505,2211,2M19424798+4035361,2076428877286093056,2.560297727584839,4848.96533203125,-0.04114930331707002,0.04358145222067833,0.004698000848293304,0.2839999794960022,11.99067211151123,12.602533340454102,11.245179176330566,10.281999588012695,9.680999755859377,9.541000366210938,0.039746344089508064,85.324462890625,0.009660075418651104,0.0069894851185381395,0.00995392445474863,0.01571458019316196,0.00011898936856269417,0.0005921437445477463,0.0002433136913537748,0.02199999988079071,0.019999999552965164,0.014000000432133676,2.622,2.8683,2.4831,0.1926000000000001,0.4186326873540655,0.031315181497273636,1.7184798,1.7321735,1.7041195,0.014027000000000043,0.2351444315561105,0.0035456720637407624,-0.7671970709525325,0.17647588230376415,0.388260611798378,0.6038726824340587,-1.103834545009557,0.11725163250376106,0.4433509884374961,0.03336478943006836,-0.18540978990299936,0.14036490038809363,0.7314997109068075,0.1584486760477289,0.060205986080064215,0.00012914796448378621,0.10731323563914749,0.0006279522345694762,0.0257404992363185,0.0002685172567874051,-0.0069420537281189906,0.024964989194621878,-0.07999435660500198,0.023045016169595794,-0.10791690024080441,0.016141924858594794
506,2700,2M19514094+4637448,2086292737841344000,2.750643491744995,4658.31005859375,0.06960070133209229,0.2851084470748901,0.006419003009796143,0.42729997634887695,12.791686058044435,13.428287506103516,12.028282165527346,10.98900032043457,10.428999900817873,10.288000106811523,0.05335042253136635,81.70103454589844,0.008974296040832995,0.0064777103252708895,0.007320113014429808,0.01195702888071537,0.00017408883438374542,0.0006816864091230277,0.00028041479575358075,0.02199999988079071,0.07800000160932541,0.016000000759959214,3.5682,4.5269,2.8510000000000004,0.83795,0.552449188882921,0.1004018418259568,1.9340952,1.9656425,1.9030927,0.0312749,0.2864778471084736,0.007022295136754925,0.07794824850881119,0.23687871433656743,-0.9610770516391974,0.5782283441047043,0.2404219211295727,0.1089278101626499,1.596296761741242,0.030921797146174657,-0.16114114108360864,0.10322430502371893,2.17638048404142,0.12056162953931236,0.9296056809223936,0.0001889514909743347,0.9830029280475961,0.0007229097796370137,0.8899609435161953,0.0003094614663869134,0.7953427526874112,0.024964989194621878,0.7818894344310289,0.08987556692464556,0.753369764757302,0.018447914430911157
507,1058,2M19203334+4003556,2101144219354213376,2.445122241973877,4670.9716796875,0.06537769734859468,-0.11507155001163485,-0.02250500023365021,0.2211799919605255,12.527812004089355,13.107861518859865,11.803732872009276,10.835000038146973,10.234000205993652,10.119999885559082,0.0591033548116684,88.2901840209961,0.011839841492474079,0.0083708930760622,0.01150862779468298,0.01786360144615173,0.00015277070975039386,0.001004467517705665,0.00034014126491843655,0.017999999225139618,0.020999999716877937,0.017000000923871994,6.0549,7.1585,5.2095,0.9745,0.7821069749263346,0.06901299346442125,1.9416383000000002,1.9610276,1.9210557,0.01998595,0.28816833013197635,0.004471874448555929,-1.2785823545193908,0.2624220397230175,-0.8714660909039664,0.6248621843151814,0.18916413175673139,0.143709099920485,-0.3139900634648252,0.03995903562104545,-0.5690119113057411,0.16228849247832838,0.09809151724329614,0.18011706095837574,0.6432036488750715,0.00016581335320399777,0.6431999383909918,0.0010652103110157358,0.6421517882913322,0.00037537468141609227,0.6205875070460002,0.020425899481534986,0.5572008733943279,0.024197267192699025,0.5596664173302683,0.01960090921706935
508,118,2M18522902+4249485,2104970343718595072,2.586998462677002,4744.033203125,0.060290709137916565,-0.20644155144691467,-0.04316398501396178,0.1923800110816956,11.679744720458984,12.286249160766602,10.936957359313963,9.963000297546387,9.383000373840332,9.232999801635742,0.06325379759073257,84.58061218261719,0.01083706971257925,0.0077174361795187,0.011518416926264765,0.01795508898794651,0.00013744704186025025,0.0005028966244668973,0.00026891930997252617,0.02199999988079071,0.017999999225139618,0.016000000759959214,4.5238,5.3076,3.8468,0.7303999999999999,0.6555033962497936,0.0698992890215821,1.4046025,1.4206303,1.3905284999999998,0.015050900000000068,0.14755343706562932,0.004650589402530089,-0.6486443866367843,0.28085022646988317,-0.3543827522431892,0.5986081767207211,0.1274195131714779,0.13153770134171608,-0.7501510690913401,0.036839714042268,-0.8603338269974155,0.1624265335580663,-0.19229605813948034,0.18103952148191882,-0.2772665137046054,0.0001491814428044155,-0.22809748046227835,0.0005333081063494565,-0.31440836919292153,0.00029677522464608455,-0.36893359385249147,0.024964989194621878,-0.42336439313784235,0.020740514123389328,-0.46303988712058836,0.018447914430911157
509,2010,2M19392935+4059446,2076672316035750784,2.8377039432525635,5160.80078125,-0.05735330283641815,-0.13063155114650726,-0.06458400189876556,0.3370299935340881,12.301097869873047,12.839024543762207,11.609029769897461,10.697999954223633,10.26099967956543,10.119000434875488,0.05771365016698837,100.5968246459961,0.01264926977455616,0.009530066512525082,0.016657378524541855,0.02538127824664116,0.0001451827975929021,0.0005266988277352613,0.00028819513612887704,0.019999999552965164,0.01899999938905239,0.017000000923871994,1.0175,1.0589,0.857,0.10094999999999996,0.007534417897257678,0.04593706319090983,1.8711403,1.8943644,1.8556666,0.01934889999999996,0.2721063525622229,0.004481786309825014,0.46450128490789705,0.25625167716692304,2.5952350575577854,0.7119608173941511,-1.3005147275540354,0.15353374241609102,-0.38826680239366135,0.04549242999339111,-1.1623874089805926,0.234893411935497,1.2661964964298127,0.25591710915251076,0.3971340267952382,0.00015757763078896953,0.3581056841632317,0.0005585496914673769,0.42728043199331606,0.00031804773065680704,0.46512361462139973,0.022695444338078432,0.5883110393413035,0.02189276514649256,0.5585140560919493,0.01960090921706935
510,1731,2M19340305+4833112,2129006389457651328,2.6530048847198486,4760.224609375,0.01016869395971298,-0.1064215451478958,-0.006344005465507507,0.11651599407196045,12.807077407836914,13.362728118896484,12.103053092956545,11.187000274658203,10.630000114440918,10.538999557495117,0.061803244054317474,84.1485595703125,0.010294665582478043,0.007364145014435053,0.010623028501868248,0.016685392707586292,0.0001387369207239697,0.0006934780851153287,0.0004174046819827025,0.06599999964237213,0.032999999821186066,0.03500000014901161,3.6997,4.7299,2.9723,0.8787999999999998,0.5681665095732609,0.1008796587272949,2.291379,2.3300491,2.2568359,0.03660660000000007,0.3600969285588677,0.00693254558872658,-0.35557236115706503,0.2744096915972614,-0.23979020054906786,0.595550381088541,-0.4809492468359141,0.12495413268671797,-0.272698668468897,0.03515325429156968,-0.3411182366937473,0.14980024655233043,-0.9572260089940086,0.1682372899152528,0.9463110514976584,0.00015058144375989794,0.9134789922250481,0.0007354145292976556,0.972476991869375,0.0004606414030900183,1.0200276047107357,0.07489496758386563,1.013492098259516,0.038024277323703386,1.0427707752875317,0.04035481107267709
511,281,2M19003740+4358503,2105930290387859328,2.2975175380706787,4649.966796875,0.21476170420646667,-0.558301568031311,0.13036000728607178,0.07876899838447571,12.761980056762695,13.318562507629395,12.056018829345705,11.133000373840332,10.553000450134276,10.430999755859377,0.06635351479053497,90.45347595214844,0.014500743709504603,0.010112309828400612,0.016503162682056427,0.02479288913309574,0.00015271847787934334,0.0006817762275157513,0.000315498891750865,0.024000000208616257,0.017000000923871994,0.01899999938905239,16.1544,21.1295,12.8115,4.159,1.208290832268352,0.10864461964072493,2.3049027,2.3462243,2.2672532000000003,0.03948554999999988,0.362652596647576,0.007434752480440898,-1.9339550925715152,0.2946131357451461,-1.0201253909274197,0.64017259890317,2.002350666534772,0.1760064801539068,-2.429779133691058,0.0482718086317013,1.5866083820645502,0.23271874289243366,-1.3378255170905622,0.24998443548918656,0.8973635600940266,0.00016575666209025513,0.8666425702554504,0.0007230050295842361,0.9205707001620363,0.0003481797364589382,0.9587500161773875,0.027234534051165323,0.924769170826403,0.019588265246520523,0.9182475875063459,0.021906896641765924
512,1507,2M19292368+4122153,2053625731985012992,2.6671888828277592,4722.1083984375,0.3309817016124725,-0.5016215443611145,0.09531000256538393,0.05282500386238098,11.575310707092285,12.088845252990724,10.901827812194824,10.005000114440918,9.512999534606934,9.395999908447266,0.06620931625366211,93.767578125,0.014676131308078766,0.010208567604422571,0.017298126593232155,0.02563976123929024,0.00017130679387689085,0.0005151731371366708,0.00025375344200107014,0.02199999988079071,0.02199999988079071,0.01899999938905239,10.0131,12.6196,8.0353,2.2921500000000004,1.000568553450038,0.09802174675726727,1.011223,1.0261387,0.9965518,0.01479345000000001,0.0048469389639099756,0.00635309453483634,-0.29259465495466735,0.29397288656992027,-0.5095526785450419,0.6636277218676805,3.4130005667546897,0.17813529192426114,-2.159213130248028,0.0487313017665334,1.0923520268362843,0.2439288973105815,-1.599416443025969,0.25852336954653155,-0.390616474395214,0.0001859319365980763,-0.43743892186395067,0.0005463270120369473,-0.35317679842570054,0.0002800384054320179,-0.3212733674602364,0.024964989194621878,-0.2735727516947275,0.025349518215802256,-0.2751016446291531,0.021906896641765924
513,2342,2M19450093+4728442,2080582664720514432,2.5852324962615967,4930.1123046875,-0.01971930265426636,0.04777445271611214,-0.07467500120401382,0.264894962310791,12.228568077087402,12.76065731048584,11.54564094543457,10.666999816894533,10.156999588012695,10.045000076293944,0.04389555379748344,91.28888702392578,0.010675534605979921,0.007744483184069395,0.011634092777967451,0.018018659204244614,0.00014283100855383424,0.0005154278486452224,0.00031647353384567367,0.020999999716877937,0.017000000923871994,0.014000000432133676,1.5824,1.64,1.5184,0.060799999999999965,0.1993162742531042,0.01672882648224021,2.1243873,2.1403574,2.1090161,0.015670650000000022,0.32723369645807365,0.003203201710697018,-0.6564853714724117,0.19489859414939495,0.9625676556311382,0.6460851110685965,-0.8437224389053921,0.1295770277305275,0.46336656558484124,0.03696882478451059,-1.3046852653423389,0.16405773233553037,0.5388655684953507,0.18168049416363802,0.31841207696186813,0.00015502506016051997,0.27499937812514746,0.0005465971266205062,0.3573254978461642,0.0003492553365215218,0.42994551927383945,0.023830216766350155,0.4684768470891902,0.019588265246520523,0.47319204245895996,0.016141924858594794
514,2001,2M19391990+4957013,2135136136720566400,2.5877890586853027,4627.22900390625,0.006898395717144013,0.07248745113611221,0.02670300006866455,0.2646540105342865,10.56014347076416,11.137741088867188,9.842828750610352,8.928999900817871,8.371000289916992,8.199000358581543,0.05692608654499054,79.01339721679688,0.009203653782606123,0.006640276405960321,0.007977554574608803,0.013031206093728542,0.00011977985393873958,0.0004593707436040262,0.0002552621843032732,0.019999999552965164,0.017999999225139618,0.016000000759959214,4.275,5.9211,3.7584,1.08135,0.6309361190641914,0.09869969820148976,0.8599466999999998,0.8699715,0.8478710999999999,0.01105020000000002,-0.06552846574856101,0.005587596534135314,-0.6451340982994087,0.25275485278605864,-1.1810491350390044,0.5592069438127981,-0.5206433269644247,0.11171169832964627,0.5813357685354256,0.03169781754806212,0.12489289901624145,0.11249519305637759,0.5364360737516667,0.13139246021696788,-1.4924525776209352,0.00013000593674217898,-1.4460588569201944,0.0004871501009645987,-1.521871915313488,0.00028170343028915853,-1.5422885425541704,0.022695444338078432,-1.5894423340839987,0.020740514123389328,-1.655235658436432,0.018447914430911157
