APOGEE_ID,source_id,LOGG,TEFF,ALPHA_M,M_H,C_FE,N_FE,G,BP,RP,J,H,K,LOGG_ERR,TEFF_ERR,ALPHA_M_ERR,M_H_ERR,C_FE_ERR,N_FE_ERR,G_ERR,BP_ERR,RP_ERR,J_ERR,H_ERR,K_ERR,age,age_68U,age_68L,ageErr,logAge,logAgeErr,distKpc,distKpc_68U,distKpc_68L,distErrKpc,logDistKpc,logDistKpcErr
2M18433632+4308157,2116858439534640640,2.5355279445648193,4656.58642578125,0.2126690000295639,-0.4100315570831299,0.09980398416519165,-0.009206026792526245,11.74994945526123,12.310565948486328,11.03988265991211,10.085000038146973,9.508999824523926,9.416999816894531,0.06413256376981735,89.39918518066406,0.008874006569385529,0.008483991958200932,0.01465360727161169,0.022264700382947922,0.00014218975542212853,0.0006884601094858667,0.00035583162226515697,0.023000000044703484,0.017999999225139618,0.010999999940395355,10.1611,13.5199,8.414,2.55295,1.006940725474566,0.10298548583773381,1.3405973,1.3566954,1.3236098,0.016542800000000055,0.12729834037750307,0.005361189237032375
2M18434420+4249026,2116759998884441728,2.7925539016723633,4715.353515625,-0.008283000439405441,0.04515145346522331,0.054538995027542114,0.12346799671649933,12.266152381896973,12.840628623962402,11.549102783203125,10.58899974822998,10.055999755859375,9.932999610900879,0.05856006592512131,83.02198791503906,0.0063672615215182304,0.0062469844706356525,0.009246759116649628,0.014739439822733402,0.0001760610740808577,0.0007383753372736113,0.00032084243123065015,0.023000000044703484,0.017999999225139618,0.010999999940395355,8.5149,10.8361,6.847,1.9945499999999998,0.9301795519224355,0.09968633818045136,1.3220987,1.3411845,1.3022072,0.019488650000000007,0.12126387819448262,0.00640421670151671
2M18434512+4329358,2116893314669399680,2.990090847015381,4855.033203125,0.016956999897956848,-0.15386155247688293,0.030144989490509033,0.16513998806476593,12.744970321655273,13.270017623901367,12.065311431884766,11.154000282287598,10.651000022888184,10.588000297546387,0.06434904038906097,87.39608001708984,0.007309854496270418,0.006953148636966944,0.01220735814422369,0.018861372023820877,0.0001540357572427098,0.0007620793345153309,0.0003394807448076076,0.02199999988079071,0.019999999552965164,0.010999999940395355,6.1339999999999995,7.73,4.8417,1.44415,0.7877437716464667,0.10159080880334509,1.5226678,1.5461836,1.5014122,0.022385700000000043,0.18260516376696653,0.006380561008533542
2M18440905+4417307,2117361186928151936,2.3260226249694824,4482.248046875,0.19343900680541992,-0.26989156007766724,0.1567699909210205,0.1236099898815155,12.548065185546875,13.14725112915039,11.810328483581543,10.795999526977539,10.20300006866455,10.10200023651123,0.058537550270557404,86.79430389404297,0.00839717872440815,0.008441576734185219,0.011962104588747025,0.01887536235153675,0.00017414822601535818,0.000962842061116298,0.00028506593817367865,0.020999999716877937,0.020999999716877937,0.010999999940395355,13.4158,17.1735,10.5414,3.3160500000000006,1.127616575273058,0.10598026060315835,2.0920794999999996,2.1231095,2.058259,0.03242525,0.32057818390235565,0.006736185257089439
2M18441322+4336562,2116899499422376320,2.778970241546631,4550.6005859375,0.0060440003871917725,0.3651484549045563,0.11770200729370117,0.2924100160598755,11.863127708435059,12.49648666381836,11.106755256652832,10.083999633789062,9.536999702453613,9.385000228881836,0.05182303115725517,74.8897933959961,0.0049489992670714855,0.005059618502855301,0.005746400449424982,0.009788044728338718,0.00012071107639455292,0.0007497149014179527,0.00023097939544580726,0.020999999716877937,0.017000000923871994,0.010999999940395355,8.1106,10.1253,6.5313,1.7969999999999997,0.9090529833172631,0.09520413357992757,1.0519247,1.0645858000000001,1.0363343,0.01412575000000004,0.021984652797827145,0.005840398303297208
2M18441878+4352026,2117280067884561408,2.448564052581787,4839.107421875,0.08608900010585785,-0.3023715615272522,0.07064399123191833,0.11347199976444244,10.999850273132324,11.518708229064941,10.323657989501953,9.458000183105469,8.97700023651123,8.824999809265137,0.04128694534301758,88.26295471191406,0.007955149747431278,0.007441747933626175,0.013814114034175873,0.021068314090371132,0.00018532665898796097,0.00064902517053822,0.00035424074299017505,0.023000000044703484,0.019999999552965164,0.010999999940395355,4.1909,4.7344,3.7584,0.488,0.6223072981599417,0.05013097419151358,1.2395668,1.2514136,1.2288527999999999,0.0112804000000001,0.09326993577482219,0.003950503538027346
2M18442845+4651265,2119188407752253184,2.6987013816833496,4683.55419921875,-0.012320000678300858,0.050869449973106384,-0.02577900141477585,0.2786400020122528,11.217766761779785,11.780762672424316,10.50960636138916,9.538000106811523,9.050000190734863,8.916000366210938,0.05613268166780472,90.97193145751953,0.007311838213354349,0.007503855973482132,0.010929051786661148,0.016946952790021896,0.00014787708689789625,0.0006165540686298154,0.00032178491992329583,0.020999999716877937,0.020999999716877937,0.010999999940395355,5.5869,7.0021,4.3152,1.3434500000000003,0.7471708979868227,0.10511368985533398,1.0033301000000001,1.0197274,0.9879161000000001,0.01590564999999998,0.0014438413182798688,0.006882012881983753
2M18443911+4223266,2116732025758060288,2.4334278106689453,4936.46728515625,0.038756996393203735,-0.3757115602493286,-0.028313010931015015,0.20778998732566833,11.982563972473145,12.501317977905273,11.306157112121582,10.418000221252441,9.927000045776367,9.819000244140625,0.04633760452270508,91.88114929199219,0.008598562330007553,0.007997180335223675,0.016103044152259827,0.02419968880712986,0.00016487960733835294,0.0005657721883356448,0.000250663162540965,0.023000000044703484,0.019999999552965164,0.010999999940395355,4.6379,5.3458,4.217,0.5644,0.6663213803700175,0.05150455282318228,1.9250024000000001,1.9399336,1.9076559,0.01613885000000005,0.28443127530223733,0.0036434125467389167
2M18444591+4247598,2116838197349591040,2.7111411094665527,4757.26416015625,0.03290899842977524,-0.14952154457569122,0.02672600746154785,0.16416001319885254,12.751964569091797,13.327653884887695,12.03328800201416,11.102999687194824,10.543999671936035,10.444999694824219,0.06170068681240082,88.76800537109375,0.007600763346999884,0.007388093508780003,0.012265810742974281,0.01887108013033867,0.00016858675331632433,0.0005526940614641873,0.0004067463761525669,0.020999999716877937,0.019999999552965164,0.010999999940395355,7.6004,9.657,6.0298,1.8136,0.8808364492836073,0.10226966198221893,1.7333721,1.7598706,1.7083226,0.025774000000000002,0.23889180196964313,0.0064554248832143085
2M18445478+4346201,2117275669838058112,3.0590336322784424,4811.68359375,0.01342099905014038,0.09101144969463348,0.0885239988565445,0.1837420016527176,13.127801895141602,13.676868438720703,12.434560775756836,11.498000144958496,10.993000030517578,10.883999824523926,0.05899393558502197,86.8248519897461,0.006524046882987022,0.006463742349296808,0.009989319369196892,0.015705561265349388,0.00014336777678813917,0.000648680198886975,0.000326501111627131,0.023000000044703484,0.017999999225139618,0.010999999940395355,7.8353,9.8903,6.2373,1.8264999999999998,0.8940556295027943,0.10010641600440845,1.5902954,1.6125083999999998,1.5664981,0.023005149999999957,0.20147780273184884,0.006286056604431753
